country_iso3,country,country_name,document_count,balance_raw,balance_raw_observed,balance_raw_total,balance_raw_coverage,balance_raw_threshold_met,balance_raw_all_zero_conf,dimensions_scored,dimensions_total,dimensions_verified,dimensions_failed,unverified_dimensions,failed_dimensions,missing_dimensions,law_and_institutions_de_jure,law_and_institutions_de_facto,law_and_institutions_gap,law_and_institutions_confidence,law_and_institutions_page,law_and_institutions_status,law_and_institutions_quote,law_and_institutions_source_pdf,law_and_institutions_n_docs,standards_de_jure,standards_de_facto,standards_gap,standards_confidence,standards_page,standards_status,standards_quote,standards_source_pdf,standards_n_docs,audit_and_enforcement_de_jure,audit_and_enforcement_de_facto,audit_and_enforcement_gap,audit_and_enforcement_confidence,audit_and_enforcement_page,audit_and_enforcement_status,audit_and_enforcement_quote,audit_and_enforcement_source_pdf,audit_and_enforcement_n_docs,worker_protection_de_jure,worker_protection_de_facto,worker_protection_gap,worker_protection_confidence,worker_protection_page,worker_protection_status,worker_protection_quote,worker_protection_source_pdf,worker_protection_n_docs,transparency_de_jure,transparency_de_facto,transparency_gap,transparency_confidence,transparency_page,transparency_status,transparency_quote,transparency_source_pdf,transparency_n_docs
IDN,IDN_Stranas_KA_National_AI_Strategy_2020,IDN_Stranas_KA_National_AI_Strategy_2020,2,0.1745,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.91,6,scored,Strategi Nasional Kecerdasan Artifisial Republik Indonesia tahun 2020-2045 merupakan arah kebijakan nasional yang memuat area fokus dan bidang prioritas teknologi kecerdasan artifisial,IDN_Stranas_KA_National_AI_Strategy_2020,2,1.0,1.0,0.0,0.72,29,scored,Menyiapkan Standar Nasional untuk mendukung produk-produk dan sistem yang dihasilkan oleh orkestra ekosistem inovasi KA Nasional.,IDN_Stranas_KA_National_AI_Strategy_2020,2,1.0,0.0,1.0,0.77,29,scored,Mendirikan Dewan Etika Data dan Kecerdasan Artifisial Nasional yang mengawasi pemanfaatan KA secara bertanggung jawab di masyarakat.,IDN_Stranas_KA_National_AI_Strategy_2020,2,0.0,0.0,0.0,0.7,28,scored,"An official or officer that protects Personal Data under section (1) must be appointed solely on the basis of their professionalism, legal knowledge, Personal Data Protection practice, and capability to complete their tasks.",IDN_UU_27_Personal_Data_Protection_2022,2,0.0,0.0,0.0,0.75,119,scored,"Ketersediaan data kesehatan secara nasional sangat penting untuk berbagai hal seperti pengambilan kebijakan, pengalokasian anggaran dan pembuatan program.",IDN_Stranas_KA_National_AI_Strategy_2020,2
IND,IND_Digital_Personal_Data_Protection_Act_2023,IND_Digital_Personal_Data_Protection_Act_2023,2,0.1863,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.89,70,scored,A standing committee or task force comprising of all stakeholders may be constituted by the government with the objective of examining and reporting the changes in employment caused by Al in India.,IND_NITI_Aayog_National_Strategy_for_AI_2018,2,1.0,0.0,1.0,0.82,79,scored,"The government can establish a committee of experts, researchers, Al developers and regulators to create the standards the data marketplace will adhere by and explore how can it be put in implementation.",IND_NITI_Aayog_National_Strategy_for_AI_2018,2,1.0,0.0,1.0,0.85,80,scored,"Mechanisms must thus be put in place to identify poor annotators, and create mechanisms to reduce the effect of error generated.",IND_NITI_Aayog_National_Strategy_for_AI_2018,2,1.0,1.0,0.0,0.41,69,scored,"Financial incentives for private companies could include payroll taxes which are dedicated to subsidising training opportunities, income tax deductions for companies participating in reskilling initiatives",IND_NITI_Aayog_National_Strategy_for_AI_2018,2,0.0,0.0,0.0,0.85,16,scored,"Governance structures for enabling all the above mandates vary across countries. Many countries have instituted dedicated public offices such as Ministry of Al (UAE), and Office of Al and Al Council (U.K.)",IND_NITI_Aayog_National_Strategy_for_AI_2018,2
IRL,IRL_Data_Protection_Act_2018,IRL_Data_Protection_Act_2018,2,0.6752,5,5,5/5,True,False,5,5,5,0,,,,3.0,3.0,0.0,0.92,124,scored,"A controller or processor that, without reasonable excuse, fails to comply with-- (a) a requirement specified in an enforcement notice, or (b) subsection (7), shall be guilty of an offence",IRL_Data_Protection_Act_2018,2,2.0,1.0,1.0,0.75,7,scored,"Compliance tools, such as standards and certification, will be used to underpin both legal and ethical obligations with respect to AI.",IRL_National_AI_Strategy_2021,2,2.0,2.0,0.0,0.72,77,scored,"A controller or processor shall, where requested to do so, make a data log created and maintained by the controller or processor, as the case may be, available to the Commission for inspection and examination.",IRL_Data_Protection_Act_2018,2,1.0,1.0,0.0,0.45,29,scored,Allowing AI to look after the simpler tasks means that staff are free to allocate their time to activities that will improve overall business productivity.,IRL_National_AI_Strategy_2021,2,2.0,2.0,0.0,0.88,124,scored,"a controller or processor, having complied with an enforcement notice, shall, as soon as may be and in any event not more than 28 days after such compliance, notify the following of the steps taken to comply with the enforcement notice",IRL_Data_Protection_Act_2018,2
ISR,ISR_National_Program_for_AI_2025,ISR_National_Program_for_AI_2025,2,0.1837,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.92,41,scored,"The head of the authority may impose a monetary sanction on a database controller or database holder in the amount of 20,000 new shekels or 40,000 new shekels, as applicable.",ISR_Protection_of_Privacy_Law_5741_1981,2,1.0,1.0,0.0,0.88,58,scored,"The minister of justice shall be responsible for the implementation of this law and may establish regulations, with the approval of the Constitution Committee, in all matters related to its implementation",ISR_Protection_of_Privacy_Law_5741_1981,2,0.0,0.0,0.0,0.85,66,scored,"AI adoption in government must therefore be accomplished with the necessary caution, addressing all the relevant legal aspects and providing responses to the possible risks.",ISR_National_Program_for_AI_2025,2,0.0,0.0,0.0,0.95,60,scored,"Data about membership in a workers' organization as stated in Regulation 7 of the Privacy Protection Regulations (Instructions regarding data transferred to Israel from the European Economic Area), 2023.",ISR_Protection_of_Privacy_Law_5741_1981,2,1.0,1.0,0.0,0.41,6,scored,"Formulating and establishing AI regulatory framework in Israel - promoting ""responsible innovation"" in all the aforementioned activities, while protecting Israeli citizens and their rights from the risks AI entails.",ISR_National_Program_for_AI_2025,2
ITA,ITA_Codice_Privacy_Legislative_Decree_196_2003,ITA_Codice_Privacy_Legislative_Decree_196_2003,2,0.4714,5,5,5/5,True,False,5,5,5,0,,,,2.0,1.0,1.0,0.77,3,scored,"Per garantire un'efficace governance, per monitorare lo stato di attuazione della strategia, e per coordinare tutte le iniziative di governo sul tema, nasce anche il gruppo di lavoro permanente sull'IA in seno al Comitato Interministeriale per la Transizione Digitale.",ITA_Programma_Strategico_IA_2022,2,2.0,1.0,1.0,0.64,3,scored,"Le misure a favore delle imprese hanno lo scopo di supportare la Transizione 4.0, favorire la nascita e la crescita di imprese innovative dell'IA e supportarle nella sperimentazione e certificazione dei prodotti di IA.",ITA_Programma_Strategico_IA_2022,2,2.0,1.0,1.0,0.57,3,scored,"Le misure a favore delle imprese hanno lo scopo di supportare la Transizione 4.0, favorire la nascita e la crescita di imprese innovative dell'IA e supportarle nella sperimentazione e certificazione dei prodotti di IA.",ITA_Programma_Strategico_IA_2022,2,1.0,1.0,0.0,0.53,2,scored,"Al contempo, il programma include politiche per promuovere corsi e carriere nelle materie STEM e per rafforzare le competenze digitali e in Intelligenza Artificiale.",ITA_Programma_Strategico_IA_2022,2,2.0,1.0,1.0,0.58,3,scored,"Per garantire un'efficace governance, per monitorare lo stato di attuazione della strategia, e per coordinare tutte le iniziative di governo sul tema, nasce anche il gruppo di lavoro permanente sull'IA in seno al Comitato Interministeriale per la Transizione Digitale.",ITA_Programma_Strategico_IA_2022,2
JPN,JPN_AI_Strategy_2022,JPN_AI_Strategy_2022,2,0.2689,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.83,13,scored,"It is extremely important that the social infrastructure formed by AI and digitization is fair, transparent, operated in a responsible manner, and secure.",JPN_AI_Strategy_2022,2,1.0,1.0,0.0,0.69,4,scored,"The principles indicate the shape of the society that Japan should aim for, the multilateral framework, and the direction that national and local governments should aim for, along with the development of AI.",JPN_AI_Strategy_2022,2,1.0,1.0,0.0,0.83,39,scored,"When national administrative bodies use AI, they need to understand that it is particularly important to ensure transparency, fairness and accountability, and to promote the introduction of AI.",JPN_AI_Strategy_2022,2,0.0,0.0,0.0,0.75,9,scored,A personal information handling business operator shall not acquire personal information by deceit or other improper means.,JPN_APPI_Act_on_Protection_of_Personal_Information_2003,2,1.0,1.0,0.0,0.78,13,scored,"It is extremely important that the social infrastructure formed by AI and digitization is fair, transparent, operated in a responsible manner, and secure.",JPN_AI_Strategy_2022,2
KEN,KEN_Data_Protection_Act_24_2019,KEN_Data_Protection_Act_24_2019,2,0.2351,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.83,6,scored,"This strategy provides a comprehensive approach to ensure that Kenya can effectively navigate the complexities of AI development and adoption in our context, mitigate potential risks, and capitalise on the opportunities presented by AI technologies.",KEN_National_AI_Strategy_Draft_2025,2,1.0,0.0,1.0,0.78,6,scored,"This strategic plan will guide the development, deployment, and governance of AI in Kenya, the integration of AI into various sectors, building a skilled workforce and ensuring that AI contributes positively to the nation's growth and development",KEN_National_AI_Strategy_Draft_2025,2,1.0,0.0,1.0,0.82,11,scored,Protective measures are required to prevent the exploitative use of AI technologies and ensure that the benefits of AI are equitably distributed across Kenyan society.,KEN_National_AI_Strategy_Draft_2025,2,1.0,1.0,0.0,0.82,12,scored,"However, the potential for AI to disrupt the job market is a major concern, especially given the unemployment challenges currently experienced by younger generations.",KEN_National_AI_Strategy_Draft_2025,2,1.0,0.0,1.0,0.77,37,scored,"Responsible AI, in this framework, involves addressing power dynamics, information asymmetries, and intersecting interests among stakeholders to create an AI ecosystem that is fair, inclusive, and beneficial to everyone.",KEN_National_AI_Strategy_Draft_2025,2
KOR,KOR_National_Strategy_for_AI_2019,KOR_National_Strategy_for_AI_2019,2,0.3753,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.73,31,scored,"The Minister of Public Administration and Security may, if any of the following Subparagraphs is applicable, have the personal information processor furnish the relevant materials such as goods, documents, etc.",KOR_PIPA_Personal_Information_Protection_Act_2011,2,1.0,1.0,0.0,0.71,2,scored,"The personal information processor shall make the personal information processing purposes explicit and specified, and shall collect minimum personal information lawfully and fairly to the extent necessary for such purposes.",KOR_PIPA_Personal_Information_Protection_Act_2011,2,2.0,2.0,0.0,0.72,31,scored,"The Minister of Public Administration and Security may have its officials enter the office or business place of the said personal information processor to inspect current business operations and examine ledger and books, or other documents, etc.",KOR_PIPA_Personal_Information_Protection_Act_2011,2,0.0,0.0,0.0,0.32,3,scored,"The state and local governments shall devise policies to prevent harmful consequences of beyond-purpose collection, abuse and misuse of personal information, indiscrete surveillance and pursuit, etc.",KOR_PIPA_Personal_Information_Protection_Act_2011,2,1.0,1.0,0.0,0.7,51,scored,"Establishing AI ethical standards* that are consistent with global norms by identifying and analyzing the AI Code of Ethics and discussion trends in international organizations and major countries, and setting up action plans (2020)",KOR_National_Strategy_for_AI_2019,2
MAR,MAR_AI_in_Morocco_CESE_Opinion_2024,MAR_AI_in_Morocco_CESE_Opinion_2024,2,0.2195,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.76,1,scored,"Morocco is well placed to better position itself regarding AI, with its arsenal of laws and regulations governing key aspects of digital technology, such as relates to cybersecurity and consumer cyber protection.",MAR_AI_in_Morocco_CESE_Opinion_2024,2,0.0,0.0,0.0,0.91,2,scored,"a number of obstacles stand in the way of Morocco's embrace of AI, most substantial of which is said to be the lack of a specific regulation of artificial intelligence in Moroccan law",MAR_AI_in_Morocco_CESE_Opinion_2024,2,1.0,0.0,1.0,0.83,2,scored,"Review the Moroccan Personal Data Protection Act (No. 09-08) to align it with the requirements around the data produced and handled by AI systems, while ensuring that it complies with international standards.",MAR_AI_in_Morocco_CESE_Opinion_2024,2,1.0,1.0,0.0,0.69,1,scored,"On a social level, the integration of artificial intelligence (AI) impacts employment patterns, with concerns about job transformations and losses.",MAR_AI_in_Morocco_CESE_Opinion_2024,2,1.0,1.0,0.0,0.69,2,scored,"Morocco is actively committed to ethical and responsible AI development and deployment, being one of the first countries to align itself with UNESCO's ""Recommendation on the Ethics of Artificial Intelligence""",MAR_AI_in_Morocco_CESE_Opinion_2024,2
MEX,MEX_LFPDPPP_Federal_Data_Protection_Law_2010,MEX_LFPDPPP_Federal_Data_Protection_Law_2010,1,0.3297,5,5,5/5,True,False,5,5,5,0,,,,2.0,1.0,1.0,0.75,1,scored,"This Law is of public order and general observance throughout the Republic and is intended to protect personal data held by individuals, in order to regulate their legitimate, controlled and informed treatment",MEX_LFPDPPP_Federal_Data_Protection_Law_2010,1,1.0,1.0,0.0,0.88,11,scored,"The self-regulation schemes may be translated into codes of ethics or good professional practice, seals of trust or other mechanisms and will contain specific rules or standards that allow the harmonization of data processing",MEX_LFPDPPP_Federal_Data_Protection_Law_2010,1,2.0,1.0,1.0,0.69,14,scored,The Institute will verify compliance with this Law and the regulations established by it.,MEX_LFPDPPP_Federal_Data_Protection_Law_2010,1,0.0,0.0,0.0,0.76,2,scored,"Those personal data that affect the most intimate sphere of its owner, or whose improper use may give rise to discrimination or entail a serious risk for it.",MEX_LFPDPPP_Federal_Data_Protection_Law_2010,1,1.0,1.0,0.0,0.62,5,scored,"The person in charge will have the obligation to inform the owners of the data, the information that is collected from them and for what purposes, through the privacy notice.",MEX_LFPDPPP_Federal_Data_Protection_Law_2010,1
MYS,MYS_National_AI_Roadmap_2021,MYS_National_AI_Roadmap_2021,2,0.067,5,5,5/5,True,False,5,5,5,0,,,,1.0,0.0,1.0,0.85,62,scored,There is established an Appeal Tribunal for the purpose of reviewing any of the matters on appeal as set out in section 93.,MYS_Personal_Data_Protection_Act_709_2010,2,0.0,0.0,0.0,0.88,88,scored,"A data user shall not transfer any personal data of a data subject to a place outside Malaysia unless to such place as specified by the Minister, upon the recommendation of the Commissioner, by notification published in the Gazette.",MYS_Personal_Data_Protection_Act_709_2010,2,0.0,0.0,0.0,0.85,33,scored,"Upon the recommendations of the Foresight Committee, the AI-CIU will establish ad hoc committees based on anticipated priorities.",MYS_National_AI_Roadmap_2021,2,0.0,0.0,0.0,0.8,21,scored,"A data user shall, when processing personal data, take practical steps to protect the personal data from any loss, misuse, modification, unauthorized or accidental access or disclosure, alteration or destruction by having regard--",MYS_Personal_Data_Protection_Act_709_2010,2,1.0,0.0,1.0,0.85,77,scored,"Establish the National Directory of AI experts and companies (AI-DI), in Horizon 2, to allow national and international entities to search for our local AI experts and organizations to collaborate with.",MYS_National_AI_Roadmap_2021,2
NGA,NGA_Data_Protection_Act_2023,NGA_Data_Protection_Act_2023,2,0.2784,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.73,35,scored,"The House of Representatives Committee on Information and Cybercrime is developing and implementing AI policies, regulations, and frameworks that promote ethical standards, data privacy, and security.",NGA_National_AI_Strategy_2024,2,2.0,1.0,1.0,0.38,22,scored,"A data controller of major importance shall designate a Data Protection Officer with expert knowledge of data protection law and practices, and the ability to carry out the tasks prescribed under this Act and subsidiary legislation made under it.",NGA_Data_Protection_Act_2023,2,1.0,0.0,1.0,0.72,42,scored,"This independent body will oversee the implementation of the National AI Principles, ensure compliance with ethical standards, and mediate potential disputes.",NGA_National_AI_Strategy_2024,2,1.0,1.0,0.0,0.77,11,scored,"To achieve this end, nations must articulate a thoughtful, comprehensive blueprint addressing how they will seek to harness the benefits of AI for the public good while mitigating its impact on jobs, livelihoods, and other potential harms.",NGA_National_AI_Strategy_2024,2,1.0,0.0,1.0,0.77,25,scored,"Commitment to openness and clarity in AI systems design, development, deployment, and decision-making processes.",NGA_National_AI_Strategy_2024,2
NLD,NLD_Strategic_Action_Plan_for_AI_2019,NLD_Strategic_Action_Plan_for_AI_2019,2,0.5441,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.64,43,scored,"In order to guarantee the fundamental rights of citizens as described above, these rights have in some cases been translated into laws and regulations such as the Equal Treatment Act and the GDPR.",NLD_Strategic_Action_Plan_for_AI_2019,2,2.0,1.0,1.0,0.72,59,scored,"The NEN Standards Committee on AI shares good practices, develops frameworks for reliable and ethically responsible AI applications and contributes to the development of global AI standards by the International Organization for Standardization.",NLD_Strategic_Action_Plan_for_AI_2019,2,2.0,2.0,0.0,0.78,10,scored,The Dutch Data Protection Authority is competent to perform the tasks and exercise the powers that are conferred on the supervisory authority by or pursuant to the Regulation.,NLD_UAVG_GDPR_Implementation_Act_2018,2,2.0,2.0,0.0,0.82,57,scored,"The Ministry of Social Affairs and Employment, the Ministry of Education, Culture and Science and the Ministry of Economic Affairs and Climate Policy are carrying out a long-term, action-oriented programme to improve the preconditions for Lifelong Development (LLD), including pilots with training and employment help desks (leerwerkloketten) in various regions",NLD_Strategic_Action_Plan_for_AI_2019,2,2.0,1.0,1.0,0.67,41,scored,"If it is not transparent whether, and if so which, algorithms have been used to make or prepare a decision, or what assumptions and data form the basis of this decision, there will be pressure on the contestability and substantiation of decisions",NLD_Strategic_Action_Plan_for_AI_2019,2
PAK,PAK_National_AI_Policy_2023,PAK_National_AI_Policy_2023,2,0.1328,5,5,5/5,True,False,5,5,5,0,,,,1.0,0.0,1.0,0.85,8,scored,"To ensure the ethical and responsible development and use of AI technologies through fairness, transparency, and accountability.",PAK_National_AI_Policy_2023,2,1.0,0.0,1.0,0.83,13,scored,"Align IP laws with international frameworks, such as the WIPO AI and Intellectual Property (IP) policy, to ensure Pakistan remains competitive and compliant with global standards.",PAK_National_AI_Policy_2023,2,1.0,0.0,1.0,0.82,14,scored,Conduct regular audits to ensure compliance with ethical and security standards and best practices. Define a robust legal framework with clear penalties for non-compliance and incentives for adopting advanced security measures.,PAK_National_AI_Policy_2023,2,0.0,0.0,0.0,0.8,6,scored,"Where a person collects, processes, stores, uses, and discloses data, it must respect the rights, freedoms, and dignity of an individual for matters connected therewith and ancillary thereto.",PAK_Personal_Data_Protection_Bill_Draft_2023,2,1.0,0.0,1.0,0.64,14,scored,"Mandate transparency and disclosure of the use of AI systems, including through the publishing of public sector AI systems in a public register.",PAK_National_AI_Policy_2023,2
PHL,PHL_Data_Privacy_Act_RA_10173_IRR_2012,PHL_Data_Privacy_Act_RA_10173_IRR_2012,2,0.2946,5,5,5/5,True,False,5,5,5,0,,,,2.0,1.0,1.0,0.78,12,scored,"The Commission shall perform all acts as may be necessary to effectively implement the Act, these Rules, and its other issuances, and to enforce its Orders, Resolutions or Decisions, including the imposition of administrative sanctions, fines, or penalties.",PHL_Data_Privacy_Act_RA_10173_IRR_2012,2,1.0,1.0,0.0,0.73,3,scored,"Building upon the foundation laid in 2021, the NAISR 2.0 integrates recent technological advancements, including GenAI, recalibrates the strategic actions considering recent developments, and addresses emerging themes such as ethics and governance.",PHL_National_AI_Strategy_Roadmap_v2_2024,2,1.0,1.0,0.0,0.82,32,scored,"Organizations are encouraged to integrate AI considerations into their compliance and complaints processes, while a certification system for AI auditors and products will be established.",PHL_National_AI_Strategy_Roadmap_v2_2024,2,0.0,0.0,0.0,0.85,25,scored,"The said employees, agents, or representatives shall operate and hold personal data under strict confidentiality if the personal data are not intended for public disclosure.",PHL_Data_Privacy_Act_RA_10173_IRR_2012,2,1.0,1.0,0.0,0.78,32,scored,"To foster ethical and responsible AI deployment, the Philippines must develop a robust and adaptive AI governance framework.",PHL_National_AI_Strategy_Roadmap_v2_2024,2
POL,POL_Personal_Data_Protection_Act_2018,POL_Personal_Data_Protection_Act_2018,2,0.547,5,5,5/5,True,False,5,5,5,0,,,,2.0,2.0,0.0,0.72,10,scored,The President of the Office may neither be held criminally liable nor deprived of liberty without the prior consent of the Sejm of the Republic of Poland.,POL_Personal_Data_Protection_Act_2018,2,2.0,1.0,1.0,0.67,41,scored,"Wsparcie merytoryczne dla przedsiębiorców rozwijających AI - m.in. w kwestiach prawnych, technologicznych i biznesowych (programy inkubacyjne i akceleracyjne dedykowane startupom AI, wsparcia polskich firm w procesie certyfikacji i standaryzacji);",POL_Polityka_Rozwoju_AI_do_2030_2020,2,2.0,2.0,0.0,0.72,6,scored,"The President of the Office shall have the right, for the purpose of assessing the entity's fulfilment of the certification criteria, to conduct an inspection at the controller's, processor's, manufacturer's or entity's marketing a service or product.",POL_Personal_Data_Protection_Act_2018,2,1.0,1.0,0.0,0.5,19,scored,The inspected party's employee shall mean a person employed on the basis of an employment relationship or performing work on the basis of a civil law contract.,POL_Personal_Data_Protection_Act_2018,2,2.0,1.0,1.0,0.72,30,scored,"Planowane jest także stworzenie jednolitej, dostępnej publicznie listy systemów AI używanych w administracji publicznej wraz z opisem funkcji oraz podstawowych parametrów technicznych dostępnych dla obywateli w celu zwiększenia transparentności administracji publicznej.",POL_Polityka_Rozwoju_AI_do_2030_2020,2
PRT,PRT_Lei_58_GDPR_Implementation_2019,PRT_Lei_58_GDPR_Implementation_2019,2,0.4447,5,5,5/5,True,False,5,5,3,0,"law_and_institutions,audit_and_enforcement",,,2.0,2.0,0.0,0.0,0,scored,"A presente lei assegura a execução, na ordem jurídica interna, do Regulamento (UE) 2016/679 do Parlamento Europeu e do Conselho, de 27 de abril de 2016.",PRT_Lei_58_GDPR_Implementation_2019,2,2.0,1.0,1.0,0.67,35,scored,We will need best practices to assess AI projects in terms of risks to safety and ethics and mechanisms to detect and prevent misuse of advanced AI techniques.,PRT_National_AI_Strategy_2019,2,3.0,2.0,1.0,0.0,0,scored,"A CNPD fiscaliza o cumprimento das disposições do RGPD e das demais disposições legais e regulamentares relativas à proteção de dados pessoais e dos direitos, liberdades e garantias dos titulares dos dados, e corrigir e sancionar o seu incumprimento.",PRT_Lei_58_GDPR_Implementation_2019,2,1.0,1.0,0.0,0.62,13,scored,"The actions to tackle this challenge must take place at various stages: i) to extend the professional training of unemployed and active workers in ICT and AI, to allow them to be active agents in the application and support of AI in various industrial and service sectors.",PRT_National_AI_Strategy_2019,2,2.0,1.0,1.0,0.58,4,scored,"A CNPD é uma entidade administrativa independente, com personalidade jurídica de direito público e poderes de autoridade, dotada de autonomia administrativa e financeira, que funciona junto da Assembleia da República.",PRT_Lei_58_GDPR_Implementation_2019,2
RWA,RWA_National_AI_Policy_2023,RWA_National_AI_Policy_2023,2,0.3333,5,5,5/5,True,False,5,5,3,0,"worker_protection,transparency",,,1.0,1.0,0.0,0.54,14,scored,Register local and foreign cloud service providers under the supervisory authority (NCSA) as required by law (DPP),RWA_National_AI_Policy_2023,2,1.0,1.0,0.0,0.62,14,scored,"Conduct a compliance audit of registered and authorized local and foreign cloud service providers to ensure compliance with regulation, certification and standards",RWA_National_AI_Policy_2023,2,1.0,1.0,0.0,0.72,14,scored,"Conduct a compliance audit of registered and authorized local and foreign cloud service providers to ensure compliance with regulation, certification and standards",RWA_National_AI_Policy_2023,2,1.0,0.0,1.0,0.0,0,scored,"Globally, emerging technologies starting with AI are transforming and reshaping our societies and labor markets.",RWA_National_AI_Policy_2023,2,1.0,1.0,0.0,0.0,0,scored,"The Government will promote Rwanda's 'Guidelines on the Ethical Development and Implementation of AI' throughout the AI community, led by RURA.",RWA_National_AI_Policy_2023,2
SAU,SAU_National_Strategy_for_Data_and_AI_2020,SAU_National_Strategy_for_Data_and_AI_2020,2,0.1944,5,5,5/5,True,False,5,5,5,0,,,,0.0,0.0,0.0,0.95,3,scored,The provisions and procedures stated in this Law shall not prejudice any provision that grants a right to the Data Subject or confers better protection to Personal Data pursuant to any other law or an international agreement to which the Kingdom is a party.,SAU_PDPL_Personal_Data_Protection_Law_2021,2,1.0,1.0,0.0,0.77,9,scored,"The Controller shall implement all the necessary organizational, administrative and technical measures to protect Personal Data, including during the Transfer of Personal Data, in accordance with the provisions and controls set out in the Regulations.",SAU_PDPL_Personal_Data_Protection_Law_2021,2,2.0,1.0,1.0,0.5,12,scored,The Competent Authority shall be the entity in charge of overseeing the implementation of this Law and the Regulations.,SAU_PDPL_Personal_Data_Protection_Law_2021,2,0.0,0.0,0.0,0.8,9,scored,"The Controller shall implement all the necessary organizational, administrative and technical measures to protect Personal Data, including during the Transfer of Personal Data",SAU_PDPL_Personal_Data_Protection_Law_2021,2,1.0,1.0,0.0,0.58,23,scored,"Therefore, our ambition is to roll-out open data by default - the implication being that all government data should be published as long as it does not compromise security, data protection, and privacy.",SAU_National_Strategy_for_Data_and_AI_2020,2
SGP,SGP_NAIS_National_AI_Strategy_2019,SGP_NAIS_National_AI_Strategy_2019,2,0.4054,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.88,65,scored,"A financial penalty imposed on a person under subsection (1)(b)(i) must not exceed the maximum amount to be prescribed, which in no case may be more than the following",SGP_PDPA_Personal_Data_Protection_Act_2012,2,1.0,1.0,0.0,0.77,33,scored,Singapore published Asia's first Model AI Governance Framework that provides detailed and readily implementable guidance to private sector organisations to address key ethical and governance issues when deploying AI solutions.,SGP_NAIS_National_AI_Strategy_2019,2,3.0,3.0,0.0,0.9,77,scored,"The Commission may, upon complaint or of its own motion, conduct an investigation under this section to determine whether or not an organisation or a person is complying with this Act",SGP_PDPA_Personal_Data_Protection_Act_2012,2,0.0,0.0,0.0,0.89,19,scored,An organisation must designate one or more individuals to be responsible for ensuring that the organisation complies with this Act.,SGP_PDPA_Personal_Data_Protection_Act_2012,2,1.0,1.0,0.0,0.77,37,scored,The output of these workshops will be incorporated into the Model AI Governance Framework to provide organisations implementing AI solutions useful examples and practices on responsible use of AI.,SGP_NAIS_National_AI_Strategy_2019,2
SWE,SWE_National_Approach_to_AI_2018,SWE_National_Approach_to_AI_2018,1,0.5,5,5,5/5,True,False,5,5,4,0,audit_and_enforcement,,,2.0,1.0,1.0,0.78,10,scored,"Sweden needs to develop rules, standards, norms and ethical principles to guide ethical and sustainable AI and the use of AI.",SWE_National_Approach_to_AI_2018,1,2.0,1.0,1.0,0.77,10,scored,"Sweden needs to develop rules, standards, norms and ethical principles to guide ethical and sustainable AI and the use of AI.",SWE_National_Approach_to_AI_2018,1,1.0,1.0,0.0,0.0,0,scored,"Appropriate frameworks of principles, norms, standards and rules are therefore important prerequisites if Sweden is to realise the benefits of AI in society.",SWE_National_Approach_to_AI_2018,1,2.0,1.0,1.0,0.4,4,scored,"For these reasons, it is important for Sweden to work actively on the issues that AI is already raising.",SWE_National_Approach_to_AI_2018,1,2.0,1.0,1.0,0.67,8,scored,The use of AI algorithms must be transparent and comprehensible.,SWE_National_Approach_to_AI_2018,1
THA,THA_National_AI_Strategy_2022,THA_National_AI_Strategy_2022,2,0.2317,5,5,5/5,True,False,5,5,5,0,,,,1.0,1.0,0.0,0.89,5,scored,Lack of AI law and regulation,THA_National_AI_Strategy_2022,2,1.0,0.0,1.0,0.77,10,scored,1.1 Policy and standard for AI Ethics,THA_National_AI_Strategy_2022,2,1.0,0.0,1.0,0.82,5,scored,Lack of AI law and regulation,THA_National_AI_Strategy_2022,2,1.0,1.0,0.0,0.62,8,scored,AI Reskill/ Upskill/ New skill for academic sector ▶AI skill is used to enhance all work sectors ▶New professional based on AI and digital skill,THA_National_AI_Strategy_2022,2,1.0,0.0,1.0,0.77,5,scored,AI ethics has not been adopted broadly • Lack of AI law and regulation • Lack of awareness and readiness in the society,THA_National_AI_Strategy_2022,2
